sku_id,style_id,style_color_size,category,subcategory,color,size,season,lifecycle_status,unit_cost,selling_price,gross_margin_pct,pack_multiple,min_presentation_qty,replenishable_flag
SKU000440,STY0044,STY0044-Navy-XL,Apparel,T-Shirt,Navy,XL,Core,Active,19.03,49.99,0.619,6,3,1
SKU000441,STY0045,STY0045-Black-XS,Apparel,Shorts,Black,XS,SS26,Active,13.1,29.99,0.563,6,3,1
SKU000442,STY0045,STY0045-Black-S,Apparel,Shorts,Black,S,SS26,Active,14.09,34.99,0.597,12,4,1
SKU000443,STY0045,STY0045-Black-M,Apparel,Shorts,Black,M,SS26,Active,17.59,39.99,0.56,12,3,1
SKU000444,STY0045,STY0045-Black-L,Apparel,Shorts,Black,L,SS26,Active,17.19,39.99,0.57,3,2,1
SKU000445,STY0045,STY0045-Black-XL,Apparel,Shorts,Black,XL,SS26,Active,18.49,49.99,0.63,12,4,1
SKU000446,STY0045,STY0045-Navy-XS,Apparel,Shorts,Navy,XS,SS26,Active,16.16,39.99,0.596,12,3,1
SKU000447,STY0045,STY0045-Navy-S,Apparel,Shorts,Navy,S,SS26,Active,27.25,59.99,0.546,3,2,1
SKU000448,STY0045,STY0045-Navy-M,Apparel,Shorts,Navy,M,SS26,Active,35.84,79.99,0.552,3,4,1
SKU000449,STY0045,STY0045-Navy-L,Apparel,Shorts,Navy,L,SS26,Active,20.93,49.99,0.581,6,2,1
SKU000450,STY0045,STY0045-Navy-XL,Apparel,Shorts,Navy,XL,SS26,Active,21.87,59.99,0.635,12,4,1
SKU000451,STY0046,STY0046-Navy-XS,Apparel,Hoodie,Navy,XS,Core,Active,13.15,29.99,0.562,12,4,1
SKU000452,STY0046,STY0046-Navy-S,Apparel,Hoodie,Navy,S,Core,Active,18.09,49.99,0.638,12,3,1
SKU000453,STY0046,STY0046-Navy-M,Apparel,Hoodie,Navy,M,Core,Active,12.26,29.99,0.591,12,3,1
SKU000454,STY0046,STY0046-Navy-L,Apparel,Hoodie,Navy,L,Core,Active,21.16,49.99,0.577,12,3,1
SKU000455,STY0046,STY0046-Navy-XL,Apparel,Hoodie,Navy,XL,Core,Active,36.39,79.99,0.545,12,2,1
SKU000456,STY0046,STY0046-White-XS,Apparel,Hoodie,White,XS,Core,Active,19.15,49.99,0.617,3,4,1
SKU000457,STY0046,STY0046-White-S,Apparel,Hoodie,White,S,Core,Active,14.88,34.99,0.575,3,3,1
SKU000458,STY0046,STY0046-White-M,Apparel,Hoodie,White,M,Core,Active,17.64,39.99,0.559,12,2,1
SKU000459,STY0046,STY0046-White-L,Apparel,Hoodie,White,L,Core,Active,14.34,29.99,0.522,6,2,1
SKU000460,STY0046,STY0046-White-XL,Apparel,Hoodie,White,XL,Core,Active,16.12,39.99,0.597,3,4,1
SKU000461,STY0047,STY0047-Blue-XS,Apparel,Track Pants,Blue,XS,FW26,Active,19.94,49.99,0.601,12,4,1
SKU000462,STY0047,STY0047-Blue-S,Apparel,Track Pants,Blue,S,FW26,Active,22.03,59.99,0.633,6,2,1
SKU000463,STY0047,STY0047-Blue-M,Apparel,Track Pants,Blue,M,FW26,Active,16.76,34.99,0.521,6,4,1
SKU000464,STY0047,STY0047-Blue-L,Apparel,Track Pants,Blue,L,FW26,Active,15.56,34.99,0.555,3,2,1
SKU000465,STY0047,STY0047-Blue-XL,Apparel,Track Pants,Blue,XL,FW26,Active,14.31,29.99,0.523,6,4,1
SKU000466,STY0047,STY0047-Navy-XS,Apparel,Track Pants,Navy,XS,FW26,Active,33.66,79.99,0.579,12,3,1
SKU000467,STY0047,STY0047-Navy-S,Apparel,Track Pants,Navy,S,FW26,Active,13.37,34.99,0.618,6,2,1
SKU000468,STY0047,STY0047-Navy-M,Apparel,Track Pants,Navy,M,FW26,Active,14.98,39.99,0.625,12,2,1
SKU000469,STY0047,STY0047-Navy-L,Apparel,Track Pants,Navy,L,FW26,Active,13.65,29.99,0.545,6,4,1
SKU000470,STY0047,STY0047-Navy-XL,Apparel,Track Pants,Navy,XL,FW26,Active,11.43,29.99,0.619,3,2,1
SKU000471,STY0048,STY0048-Black-XS,Apparel,Leggings,Black,XS,SS26,Active,11.45,29.99,0.618,3,3,1
SKU000472,STY0048,STY0048-Black-S,Apparel,Leggings,Black,S,SS26,Active,19.02,49.99,0.62,3,2,1
SKU000473,STY0048,STY0048-Black-M,Apparel,Leggings,Black,M,SS26,Active,14.54,34.99,0.584,6,2,1
SKU000474,STY0048,STY0048-Black-L,Apparel,Leggings,Black,L,SS26,Active,33.99,79.99,0.575,12,4,1
SKU000475,STY0048,STY0048-Black-XL,Apparel,Leggings,Black,XL,SS26,Active,36.51,79.99,0.544,3,3,1
SKU000476,STY0048,STY0048-Red-XS,Apparel,Leggings,Red,XS,SS26,Active,16.73,34.99,0.522,12,2,1
SKU000477,STY0048,STY0048-Red-S,Apparel,Leggings,Red,S,SS26,Active,19.45,49.99,0.611,3,4,1
SKU000478,STY0048,STY0048-Red-M,Apparel,Leggings,Red,M,SS26,Active,27.86,59.99,0.536,3,4,1
SKU000479,STY0048,STY0048-Red-L,Apparel,Leggings,Red,L,SS26,Active,32.44,79.99,0.594,6,2,1
SKU000480,STY0048,STY0048-Red-XL,Apparel,Leggings,Red,XL,SS26,Active,18.89,39.99,0.528,12,3,1
SKU000481,STY0049,STY0049-Grey-XS,Apparel,Leggings,Grey,XS,Core,Active,18.69,49.99,0.626,12,3,1
SKU000482,STY0049,STY0049-Grey-S,Apparel,Leggings,Grey,S,Core,Active,16.11,34.99,0.54,6,4,1
SKU000483,STY0049,STY0049-Grey-M,Apparel,Leggings,Grey,M,Core,Active,15.91,34.99,0.545,3,4,1
SKU000484,STY0049,STY0049-Grey-L,Apparel,Leggings,Grey,L,Core,Active,23.79,49.99,0.524,12,4,1
SKU000485,STY0049,STY0049-Grey-XL,Apparel,Leggings,Grey,XL,Core,Active,14.01,34.99,0.6,6,2,1
SKU000486,STY0049,STY0049-Orange-XS,Apparel,Leggings,Orange,XS,Core,Active,17.36,39.99,0.566,6,3,1
SKU000487,STY0049,STY0049-Orange-S,Apparel,Leggings,Orange,S,Core,Active,12.58,29.99,0.581,3,2,1
SKU000488,STY0049,STY0049-Orange-M,Apparel,Leggings,Orange,M,Core,Active,15.96,39.99,0.601,12,4,1
SKU000489,STY0049,STY0049-Orange-L,Apparel,Leggings,Orange,L,Core,Active,13.9,29.99,0.537,3,4,1
SKU000490,STY0049,STY0049-Orange-XL,Apparel,Leggings,Orange,XL,Core,Active,34.98,79.99,0.563,3,3,1
SKU000491,STY0050,STY0050-Grey-XS,Apparel,Hoodie,Grey,XS,FW26,New,16.62,34.99,0.525,3,4,1
SKU000492,STY0050,STY0050-Grey-S,Apparel,Hoodie,Grey,S,FW26,New,23.44,49.99,0.531,12,4,1
SKU000493,STY0050,STY0050-Grey-M,Apparel,Hoodie,Grey,M,FW26,New,30.12,79.99,0.623,3,4,1
SKU000494,STY0050,STY0050-Grey-L,Apparel,Hoodie,Grey,L,FW26,New,18.03,39.99,0.549,6,3,1
SKU000495,STY0050,STY0050-Grey-XL,Apparel,Hoodie,Grey,XL,FW26,New,26.06,59.99,0.566,6,3,1
SKU000496,STY0050,STY0050-Navy-XS,Apparel,Hoodie,Navy,XS,FW26,New,16.66,39.99,0.583,6,3,1
SKU000497,STY0050,STY0050-Navy-S,Apparel,Hoodie,Navy,S,FW26,New,13.63,29.99,0.546,12,3,1
SKU000498,STY0050,STY0050-Navy-M,Apparel,Hoodie,Navy,M,FW26,New,18.75,39.99,0.531,6,3,1
SKU000499,STY0050,STY0050-Navy-L,Apparel,Hoodie,Navy,L,FW26,New,17.79,49.99,0.644,3,4,1
SKU000500,STY0050,STY0050-Navy-XL,Apparel,Hoodie,Navy,XL,FW26,New,12.32,34.99,0.648,12,4,1
SKU000501,STY0051,STY0051-Blue-XS,Apparel,Leggings,Blue,XS,Core,Active,21.2,49.99,0.576,3,3,1
SKU000502,STY0051,STY0051-Blue-S,Apparel,Leggings,Blue,S,Core,Active,26.1,59.99,0.565,12,3,1
SKU000503,STY0051,STY0051-Blue-M,Apparel,Leggings,Blue,M,Core,Active,17.96,39.99,0.551,6,4,1
SKU000504,STY0051,STY0051-Blue-L,Apparel,Leggings,Blue,L,Core,Active,35.69,79.99,0.554,6,2,1
SKU000505,STY0051,STY0051-Blue-XL,Apparel,Leggings,Blue,XL,Core,Active,36.26,79.99,0.547,3,2,1
SKU000506,STY0051,STY0051-Navy-XS,Apparel,Leggings,Navy,XS,Core,Active,33.68,79.99,0.579,3,4,1
SKU000507,STY0051,STY0051-Navy-S,Apparel,Leggings,Navy,S,Core,Active,37.95,79.99,0.526,12,2,1
SKU000508,STY0051,STY0051-Navy-M,Apparel,Leggings,Navy,M,Core,Active,14.18,29.99,0.527,12,2,1
SKU000509,STY0051,STY0051-Navy-L,Apparel,Leggings,Navy,L,Core,Active,12.1,29.99,0.597,12,2,1
SKU000510,STY0051,STY0051-Navy-XL,Apparel,Leggings,Navy,XL,Core,Active,13.25,29.99,0.558,3,2,1
SKU000511,STY0052,STY0052-Orange-XS,Apparel,Leggings,Orange,XS,Core,Active,28.11,59.99,0.531,12,3,1
SKU000512,STY0052,STY0052-Orange-S,Apparel,Leggings,Orange,S,Core,Active,10.52,29.99,0.649,12,3,1
SKU000513,STY0052,STY0052-Orange-M,Apparel,Leggings,Orange,M,Core,Active,10.56,29.99,0.648,12,3,1
SKU000514,STY0052,STY0052-Orange-L,Apparel,Leggings,Orange,L,Core,Active,28.62,59.99,0.523,3,4,1
SKU000515,STY0052,STY0052-Orange-XL,Apparel,Leggings,Orange,XL,Core,Active,35.01,79.99,0.562,3,2,1
SKU000516,STY0052,STY0052-Navy-XS,Apparel,Leggings,Navy,XS,Core,Active,12.54,29.99,0.582,3,2,1
SKU000517,STY0052,STY0052-Navy-S,Apparel,Leggings,Navy,S,Core,Active,25.1,59.99,0.582,6,3,1
SKU000518,STY0052,STY0052-Navy-M,Apparel,Leggings,Navy,M,Core,Active,18.01,49.99,0.64,6,3,1
SKU000519,STY0052,STY0052-Navy-L,Apparel,Leggings,Navy,L,Core,Active,22.89,59.99,0.618,12,2,1
SKU000520,STY0052,STY0052-Navy-XL,Apparel,Leggings,Navy,XL,Core,Active,17.55,39.99,0.561,3,4,1
SKU000521,STY0053,STY0053-Black-XS,Apparel,Track Pants,Black,XS,Core,Active,17.86,49.99,0.643,3,4,1
SKU000522,STY0053,STY0053-Black-S,Apparel,Track Pants,Black,S,Core,Active,12.62,34.99,0.639,6,4,1
SKU000523,STY0053,STY0053-Black-M,Apparel,Track Pants,Black,M,Core,Active,16.94,39.99,0.576,3,4,1
SKU000524,STY0053,STY0053-Black-L,Apparel,Track Pants,Black,L,Core,Active,11.39,29.99,0.62,12,4,1
SKU000525,STY0053,STY0053-Black-XL,Apparel,Track Pants,Black,XL,Core,Active,19.26,49.99,0.615,3,4,1
SKU000526,STY0053,STY0053-Orange-XS,Apparel,Track Pants,Orange,XS,Core,Active,18.67,39.99,0.533,12,4,1
SKU000527,STY0053,STY0053-Orange-S,Apparel,Track Pants,Orange,S,Core,Active,11.2,29.99,0.627,6,2,1
SKU000528,STY0053,STY0053-Orange-M,Apparel,Track Pants,Orange,M,Core,Active,14.92,34.99,0.574,12,3,1
SKU000529,STY0053,STY0053-Orange-L,Apparel,Track Pants,Orange,L,Core,Active,11.66,29.99,0.611,12,2,1
SKU000530,STY0053,STY0053-Orange-XL,Apparel,Track Pants,Orange,XL,Core,Active,27.51,59.99,0.541,6,4,1
SKU000531,STY0054,STY0054-Grey-XS,Apparel,Leggings,Grey,XS,SS26,Active,35.53,79.99,0.556,12,4,1
SKU000532,STY0054,STY0054-Grey-S,Apparel,Leggings,Grey,S,SS26,Active,14.28,39.99,0.643,6,2,1
SKU000533,STY0054,STY0054-Grey-M,Apparel,Leggings,Grey,M,SS26,Active,11.82,29.99,0.606,12,4,1
SKU000534,STY0054,STY0054-Grey-L,Apparel,Leggings,Grey,L,SS26,Active,23.79,49.99,0.524,6,2,1
SKU000535,STY0054,STY0054-Grey-XL,Apparel,Leggings,Grey,XL,SS26,Active,30.84,79.99,0.614,6,3,1
SKU000536,STY0054,STY0054-Red-XS,Apparel,Leggings,Red,XS,SS26,Active,13.86,34.99,0.604,6,3,1
SKU000537,STY0054,STY0054-Red-S,Apparel,Leggings,Red,S,SS26,Active,15.34,34.99,0.562,12,3,1
SKU000538,STY0054,STY0054-Red-M,Apparel,Leggings,Red,M,SS26,Active,13.51,29.99,0.55,6,2,1
SKU000539,STY0054,STY0054-Red-L,Apparel,Leggings,Red,L,SS26,Active,28.76,79.99,0.64,6,2,1
SKU000540,STY0054,STY0054-Red-XL,Apparel,Leggings,Red,XL,SS26,Active,22.12,49.99,0.558,12,2,1
SKU000541,STY0055,STY0055-Blue-XS,Apparel,Track Pants,Blue,XS,Core,New,16.31,39.99,0.592,6,2,1
SKU000542,STY0055,STY0055-Blue-S,Apparel,Track Pants,Blue,S,Core,New,12.64,34.99,0.639,6,3,1
SKU000543,STY0055,STY0055-Blue-M,Apparel,Track Pants,Blue,M,Core,New,25.32,59.99,0.578,6,2,1
SKU000544,STY0055,STY0055-Blue-L,Apparel,Track Pants,Blue,L,Core,New,10.85,29.99,0.638,12,2,1
SKU000545,STY0055,STY0055-Blue-XL,Apparel,Track Pants,Blue,XL,Core,New,25.66,59.99,0.572,6,3,1
SKU000546,STY0055,STY0055-Navy-XS,Apparel,Track Pants,Navy,XS,Core,New,11.63,29.99,0.612,6,2,1
SKU000547,STY0055,STY0055-Navy-S,Apparel,Track Pants,Navy,S,Core,New,37.37,79.99,0.533,3,4,1
SKU000548,STY0055,STY0055-Navy-M,Apparel,Track Pants,Navy,M,Core,New,22.32,59.99,0.628,6,2,1
SKU000549,STY0055,STY0055-Navy-L,Apparel,Track Pants,Navy,L,Core,New,13.47,34.99,0.615,6,3,1
SKU000550,STY0055,STY0055-Navy-XL,Apparel,Track Pants,Navy,XL,Core,New,12.53,34.99,0.642,6,3,1
SKU000551,STY0056,STY0056-Green-XS,Apparel,Jacket,Green,XS,SS26,Active,15.53,34.99,0.556,6,4,1
SKU000552,STY0056,STY0056-Green-S,Apparel,Jacket,Green,S,SS26,Active,22.52,59.99,0.625,3,2,1
SKU000553,STY0056,STY0056-Green-M,Apparel,Jacket,Green,M,SS26,Active,14.03,39.99,0.649,6,3,1
SKU000554,STY0056,STY0056-Green-L,Apparel,Jacket,Green,L,SS26,Active,23.96,59.99,0.601,6,3,1
SKU000555,STY0056,STY0056-Green-XL,Apparel,Jacket,Green,XL,SS26,Active,16.24,39.99,0.594,12,4,1
SKU000556,STY0056,STY0056-Red-XS,Apparel,Jacket,Red,XS,SS26,Active,13.61,34.99,0.611,12,4,1
SKU000557,STY0056,STY0056-Red-S,Apparel,Jacket,Red,S,SS26,Active,14.43,34.99,0.588,3,3,1
SKU000558,STY0056,STY0056-Red-M,Apparel,Jacket,Red,M,SS26,Active,15.51,39.99,0.612,12,4,1
SKU000559,STY0056,STY0056-Red-L,Apparel,Jacket,Red,L,SS26,Active,23.79,49.99,0.524,3,3,1
SKU000560,STY0056,STY0056-Red-XL,Apparel,Jacket,Red,XL,SS26,Active,19.32,49.99,0.614,6,3,1
SKU000561,STY0057,STY0057-Red-XS,Apparel,T-Shirt,Red,XS,FW26,Active,21.21,59.99,0.646,12,3,1
SKU000562,STY0057,STY0057-Red-S,Apparel,T-Shirt,Red,S,FW26,Active,30.18,79.99,0.623,6,4,1
SKU000563,STY0057,STY0057-Red-M,Apparel,T-Shirt,Red,M,FW26,Active,13.69,29.99,0.544,6,4,1
SKU000564,STY0057,STY0057-Red-L,Apparel,T-Shirt,Red,L,FW26,Active,18.4,49.99,0.632,6,2,1
SKU000565,STY0057,STY0057-Red-XL,Apparel,T-Shirt,Red,XL,FW26,Active,17.42,39.99,0.564,12,3,1
SKU000566,STY0057,STY0057-Green-XS,Apparel,T-Shirt,Green,XS,FW26,Active,17.98,49.99,0.64,12,3,1
SKU000567,STY0057,STY0057-Green-S,Apparel,T-Shirt,Green,S,FW26,Active,24.12,59.99,0.598,12,4,1
SKU000568,STY0057,STY0057-Green-M,Apparel,T-Shirt,Green,M,FW26,Active,21.03,49.99,0.579,6,4,1
SKU000569,STY0057,STY0057-Green-L,Apparel,T-Shirt,Green,L,FW26,Active,25.63,59.99,0.573,3,2,1
SKU000570,STY0057,STY0057-Green-XL,Apparel,T-Shirt,Green,XL,FW26,Active,15.24,34.99,0.564,6,2,1
SKU000571,STY0058,STY0058-Black-XS,Apparel,Track Pants,Black,XS,FW26,Active,23.78,49.99,0.524,6,3,1
SKU000572,STY0058,STY0058-Black-S,Apparel,Track Pants,Black,S,FW26,Active,10.54,29.99,0.649,6,2,1
SKU000573,STY0058,STY0058-Black-M,Apparel,Track Pants,Black,M,FW26,Active,26.82,59.99,0.553,12,4,1
SKU000574,STY0058,STY0058-Black-L,Apparel,Track Pants,Black,L,FW26,Active,33.98,79.99,0.575,6,3,1
SKU000575,STY0058,STY0058-Black-XL,Apparel,Track Pants,Black,XL,FW26,Active,20.51,49.99,0.59,12,4,1
SKU000576,STY0058,STY0058-Green-XS,Apparel,Track Pants,Green,XS,FW26,Active,33.2,79.99,0.585,6,2,1
SKU000577,STY0058,STY0058-Green-S,Apparel,Track Pants,Green,S,FW26,Active,18.18,49.99,0.636,6,2,1
SKU000578,STY0058,STY0058-Green-M,Apparel,Track Pants,Green,M,FW26,Active,13.74,29.99,0.542,12,2,1
SKU000579,STY0058,STY0058-Green-L,Apparel,Track Pants,Green,L,FW26,Active,15.62,39.99,0.609,6,2,1
SKU000580,STY0058,STY0058-Green-XL,Apparel,Track Pants,Green,XL,FW26,Active,24.76,59.99,0.587,6,2,1
SKU000581,STY0059,STY0059-Orange-XS,Apparel,Jacket,Orange,XS,Core,New,29.19,79.99,0.635,6,4,1
SKU000582,STY0059,STY0059-Orange-S,Apparel,Jacket,Orange,S,Core,New,13.14,29.99,0.562,3,4,1
SKU000583,STY0059,STY0059-Orange-M,Apparel,Jacket,Orange,M,Core,New,14.59,34.99,0.583,12,2,1
SKU000584,STY0059,STY0059-Orange-L,Apparel,Jacket,Orange,L,Core,New,16.91,39.99,0.577,6,2,1
SKU000585,STY0059,STY0059-Orange-XL,Apparel,Jacket,Orange,XL,Core,New,21.59,49.99,0.568,3,4,1
SKU000586,STY0059,STY0059-Navy-XS,Apparel,Jacket,Navy,XS,Core,New,32.49,79.99,0.594,3,4,1
SKU000587,STY0059,STY0059-Navy-S,Apparel,Jacket,Navy,S,Core,New,27.88,59.99,0.535,6,4,1
SKU000588,STY0059,STY0059-Navy-M,Apparel,Jacket,Navy,M,Core,New,20.02,49.99,0.6,12,2,1
SKU000589,STY0059,STY0059-Navy-L,Apparel,Jacket,Navy,L,Core,New,13.51,34.99,0.614,12,2,1
SKU000590,STY0059,STY0059-Navy-XL,Apparel,Jacket,Navy,XL,Core,New,21.79,59.99,0.637,12,2,1
SKU000591,STY0060,STY0060-Grey-XS,Apparel,Shorts,Grey,XS,Core,Active,20.93,49.99,0.581,12,3,1
SKU000592,STY0060,STY0060-Grey-S,Apparel,Shorts,Grey,S,Core,Active,24.03,59.99,0.599,6,4,1
SKU000593,STY0060,STY0060-Grey-M,Apparel,Shorts,Grey,M,Core,Active,11.85,29.99,0.605,6,4,1
SKU000594,STY0060,STY0060-Grey-L,Apparel,Shorts,Grey,L,Core,Active,15.95,34.99,0.544,12,3,1
SKU000595,STY0060,STY0060-Grey-XL,Apparel,Shorts,Grey,XL,Core,Active,25.6,59.99,0.573,12,2,1
SKU000596,STY0060,STY0060-White-XS,Apparel,Shorts,White,XS,Core,Active,14.61,39.99,0.635,6,2,1
SKU000597,STY0060,STY0060-White-S,Apparel,Shorts,White,S,Core,Active,13.94,34.99,0.602,3,4,1
SKU000598,STY0060,STY0060-White-M,Apparel,Shorts,White,M,Core,Active,20.21,49.99,0.596,3,4,1
SKU000599,STY0060,STY0060-White-L,Apparel,Shorts,White,L,Core,Active,20.25,49.99,0.595,6,4,1
SKU000600,STY0060,STY0060-White-XL,Apparel,Shorts,White,XL,Core,Active,26.4,59.99,0.56,12,2,1
SKU000601,STY0061,STY0061-Navy-XS,Apparel,Leggings,Navy,XS,Core,Active,21.52,49.99,0.57,6,2,1
SKU000602,STY0061,STY0061-Navy-S,Apparel,Leggings,Navy,S,Core,Active,18.38,49.99,0.632,6,4,1
SKU000603,STY0061,STY0061-Navy-M,Apparel,Leggings,Navy,M,Core,Active,26.09,59.99,0.565,6,4,1
SKU000604,STY0061,STY0061-Navy-L,Apparel,Leggings,Navy,L,Core,Active,20.2,49.99,0.596,6,3,1
SKU000605,STY0061,STY0061-Navy-XL,Apparel,Leggings,Navy,XL,Core,Active,12.62,34.99,0.639,3,2,1
SKU000606,STY0061,STY0061-Red-XS,Apparel,Leggings,Red,XS,Core,Active,14.17,39.99,0.646,3,4,1
SKU000607,STY0061,STY0061-Red-S,Apparel,Leggings,Red,S,Core,Active,14.87,39.99,0.628,6,4,1
SKU000608,STY0061,STY0061-Red-M,Apparel,Leggings,Red,M,Core,Active,36.03,79.99,0.55,6,4,1
SKU000609,STY0061,STY0061-Red-L,Apparel,Leggings,Red,L,Core,Active,21.88,59.99,0.635,3,3,1
SKU000610,STY0061,STY0061-Red-XL,Apparel,Leggings,Red,XL,Core,Active,27.42,59.99,0.543,6,4,1
SKU000611,STY0062,STY0062-Orange-XS,Apparel,T-Shirt,Orange,XS,Core,Active,36.63,79.99,0.542,3,3,1
SKU000612,STY0062,STY0062-Orange-S,Apparel,T-Shirt,Orange,S,Core,Active,12.25,29.99,0.592,6,2,1
SKU000613,STY0062,STY0062-Orange-M,Apparel,T-Shirt,Orange,M,Core,Active,23.12,49.99,0.538,3,2,1
SKU000614,STY0062,STY0062-Orange-L,Apparel,T-Shirt,Orange,L,Core,Active,15.93,34.99,0.545,12,4,1
SKU000615,STY0062,STY0062-Orange-XL,Apparel,T-Shirt,Orange,XL,Core,Active,18.47,39.99,0.538,12,4,1
SKU000616,STY0062,STY0062-Green-XS,Apparel,T-Shirt,Green,XS,Core,Active,18.58,49.99,0.628,3,2,1
SKU000617,STY0062,STY0062-Green-S,Apparel,T-Shirt,Green,S,Core,Active,15.91,34.99,0.545,12,3,1
SKU000618,STY0062,STY0062-Green-M,Apparel,T-Shirt,Green,M,Core,Active,23.19,59.99,0.613,12,2,1
SKU000619,STY0062,STY0062-Green-L,Apparel,T-Shirt,Green,L,Core,Active,19.09,39.99,0.523,6,3,1
SKU000620,STY0062,STY0062-Green-XL,Apparel,T-Shirt,Green,XL,Core,Active,23.08,59.99,0.615,12,4,1
SKU000621,STY0063,STY0063-Navy-XS,Apparel,T-Shirt,Navy,XS,SS26,Markdown,18.5,39.99,0.537,3,4,1
SKU000622,STY0063,STY0063-Navy-S,Apparel,T-Shirt,Navy,S,SS26,Markdown,13.38,34.99,0.618,12,3,1
SKU000623,STY0063,STY0063-Navy-M,Apparel,T-Shirt,Navy,M,SS26,Markdown,15.71,34.99,0.551,12,3,1
SKU000624,STY0063,STY0063-Navy-L,Apparel,T-Shirt,Navy,L,SS26,Markdown,18.42,49.99,0.632,12,3,1
SKU000625,STY0063,STY0063-Navy-XL,Apparel,T-Shirt,Navy,XL,SS26,Markdown,32.3,79.99,0.596,6,2,1
SKU000626,STY0063,STY0063-Blue-XS,Apparel,T-Shirt,Blue,XS,SS26,Markdown,36.26,79.99,0.547,3,3,1
SKU000627,STY0063,STY0063-Blue-S,Apparel,T-Shirt,Blue,S,SS26,Markdown,26.84,59.99,0.553,12,3,1
SKU000628,STY0063,STY0063-Blue-M,Apparel,T-Shirt,Blue,M,SS26,Markdown,23.67,49.99,0.527,6,4,1
SKU000629,STY0063,STY0063-Blue-L,Apparel,T-Shirt,Blue,L,SS26,Markdown,13.88,29.99,0.537,12,2,1
SKU000630,STY0063,STY0063-Blue-XL,Apparel,T-Shirt,Blue,XL,SS26,Markdown,38.11,79.99,0.524,12,4,1
SKU000631,STY0064,STY0064-Grey-XS,Apparel,Track Pants,Grey,XS,Core,Active,16.65,34.99,0.524,3,3,1
SKU000632,STY0064,STY0064-Grey-S,Apparel,Track Pants,Grey,S,Core,Active,15.67,39.99,0.608,6,3,1
SKU000633,STY0064,STY0064-Grey-M,Apparel,Track Pants,Grey,M,Core,Active,25.5,59.99,0.575,12,3,1
SKU000634,STY0064,STY0064-Grey-L,Apparel,Track Pants,Grey,L,Core,Active,18.64,39.99,0.534,3,2,1
SKU000635,STY0064,STY0064-Grey-XL,Apparel,Track Pants,Grey,XL,Core,Active,12.94,29.99,0.569,6,2,1
SKU000636,STY0064,STY0064-Blue-XS,Apparel,Track Pants,Blue,XS,Core,Active,14.12,29.99,0.529,3,3,1
SKU000637,STY0064,STY0064-Blue-S,Apparel,Track Pants,Blue,S,Core,Active,17.5,49.99,0.65,6,2,1
SKU000638,STY0064,STY0064-Blue-M,Apparel,Track Pants,Blue,M,Core,Active,37.45,79.99,0.532,12,3,1
SKU000639,STY0064,STY0064-Blue-L,Apparel,Track Pants,Blue,L,Core,Active,16.22,34.99,0.536,6,2,1
SKU000640,STY0064,STY0064-Blue-XL,Apparel,Track Pants,Blue,XL,Core,Active,31.74,79.99,0.603,3,3,1
SKU000641,STY0065,STY0065-Navy-XS,Apparel,Track Pants,Navy,XS,Core,Active,35.85,79.99,0.552,6,4,1
SKU000642,STY0065,STY0065-Navy-S,Apparel,Track Pants,Navy,S,Core,Active,13.24,29.99,0.559,3,2,1
SKU000643,STY0065,STY0065-Navy-M,Apparel,Track Pants,Navy,M,Core,Active,18.0,49.99,0.64,12,2,1
SKU000644,STY0065,STY0065-Navy-L,Apparel,Track Pants,Navy,L,Core,Active,26.3,59.99,0.562,3,2,1
SKU000645,STY0065,STY0065-Navy-XL,Apparel,Track Pants,Navy,XL,Core,Active,31.57,79.99,0.605,3,3,1
SKU000646,STY0065,STY0065-Black-XS,Apparel,Track Pants,Black,XS,Core,Active,29.37,79.99,0.633,3,2,1
SKU000647,STY0065,STY0065-Black-S,Apparel,Track Pants,Black,S,Core,Active,18.08,49.99,0.638,3,2,1
SKU000648,STY0065,STY0065-Black-M,Apparel,Track Pants,Black,M,Core,Active,15.91,39.99,0.602,6,2,1
SKU000649,STY0065,STY0065-Black-L,Apparel,Track Pants,Black,L,Core,Active,22.52,49.99,0.55,3,4,1
SKU000650,STY0065,STY0065-Black-XL,Apparel,Track Pants,Black,XL,Core,Active,29.48,79.99,0.631,12,4,1
SKU000651,STY0066,STY0066-Navy-XS,Apparel,T-Shirt,Navy,XS,Core,Active,29.57,79.99,0.63,6,4,1
SKU000652,STY0066,STY0066-Navy-S,Apparel,T-Shirt,Navy,S,Core,Active,32.6,79.99,0.592,3,2,1
SKU000653,STY0066,STY0066-Navy-M,Apparel,T-Shirt,Navy,M,Core,Active,11.04,29.99,0.632,3,4,1
SKU000654,STY0066,STY0066-Navy-L,Apparel,T-Shirt,Navy,L,Core,Active,31.99,79.99,0.6,6,3,1
SKU000655,STY0066,STY0066-Navy-XL,Apparel,T-Shirt,Navy,XL,Core,Active,13.37,34.99,0.618,12,2,1
SKU000656,STY0066,STY0066-Red-XS,Apparel,T-Shirt,Red,XS,Core,Active,14.76,34.99,0.578,12,4,1
SKU000657,STY0066,STY0066-Red-S,Apparel,T-Shirt,Red,S,Core,Active,23.22,59.99,0.613,12,2,1
SKU000658,STY0066,STY0066-Red-M,Apparel,T-Shirt,Red,M,Core,Active,37.1,79.99,0.536,3,4,1
SKU000659,STY0066,STY0066-Red-L,Apparel,T-Shirt,Red,L,Core,Active,24.97,59.99,0.584,12,3,1
